display_name,category,parent_brand,value_key,payer_id,notes
AstraZeneca Pharmaceuticals LP,Commercial,,astrazeneca-pharmaceuticals-lp,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Asuris Northwest Health,Medicare Advantage,,asuris-northwest-health,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Asuris Northwest Health,Commercial,,asuris-northwest-health,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Athens Area Health Plan Select, Inc.",Commercial,,athens-area-health-plan-select-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
AtlantiCare LIFE Connection,Medicare Advantage,,atlanticare-life-connection,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Atlantis Health Plan,Commercial,,atlantis-health-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Atlas Machine & Supply, Inc.",Commercial,,atlas-machine-and-supply-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Atlas Roofing Corporation,Commercial,,atlas-roofing-corporation,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Atwood Mobile Products LLC,Commercial,,atwood-mobile-products-llc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
AultCare Insurance Company,Commercial,,aultcare-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Auxilio Platino, Inc.",Commercial,,auxilio-platino-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
AvMed Medicare,Medicare Advantage,Medicare,avmed-medicare,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"AvMed, Inc.",Commercial,,avmed-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Avalon Insurance Company,Medicare Advantage,,avalon-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Avante Behavioral Health Plan,Commercial,,avante-behavioral-health-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Avera Health Plans, Inc.",Commercial,,avera-health-plans-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Avista Corporation,Commercial,,avista-corporation,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Axis Insurance Company,Commercial,,axis-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"BAE Systems, Inc.",Commercial,,bae-systems-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
BCBS of Wisconsin(Anthem BCBS),Commercial,Anthem Blue Cross Blue Shield,bcbs-of-wisconsin-anthem-bcbs,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"BCBSD, Inc.",Commercial,,bcbsd-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"BCBSM, INC.",Commercial,,bcbsm-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"BCBSMN, Inc., dba Blue Cross and Blue Shield of Minnesota",Commercial,Blue Cross Blue Shield,bcbsmn-inc-dba-blue-cross-and-blue-shield-of-minnesota,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
BCS Insurance Company,Commercial,,bcs-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
BD of Trustees Patriot Retirees VEBA,Commercial,,bd-of-trustees-patriot-retirees-veba,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
BEST Life and Health Insurance Company,Commercial,,best-life-and-health-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
BIC Corporation,Commercial,,bic-corporation,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"BJ's Wholesale Club, Inc.",Commercial,,bj-s-wholesale-club-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
BKZ Benefits Group Inc.,Commercial,,bkz-benefits-group-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Babcock Power Inc.,Commercial,,babcock-power-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Bader Rutter & Associates, Inc.",Commercial,,bader-rutter-and-associates-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Badmus Insurance Agency,Commercial,,badmus-insurance-agency,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Baker Boy Bake Shop, Inc.",Commercial,,baker-boy-bake-shop-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Bankers Life Insurance Company,Commercial,,bankers-life-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Bankers Life and Casualty,Commercial,,bankers-life-and-casualty,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Bankers Life and Casualty Company,Commercial,,bankers-life-and-casualty-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Bankers Reserve Life Insurance Co.,Commercial,,bankers-reserve-life-insurance-co,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Banner Health and Aetna Health Insurance Company,Commercial,Aetna,banner-health-and-aetna-health-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Banner Health and Aetna Health Plan Inc.,Commercial,Aetna,banner-health-and-aetna-health-plan-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Banner Life Insurance Company,Commercial,,banner-life-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Banner Medicare Advantage,Medicare Advantage,,banner-medicare-advantage,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Banyan Community Health Center,Commercial,,banyan-community-health-center,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Baptist Health PACE,Medicare Advantage,,baptist-health-pace,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Baptist Health Plan, Inc.",Commercial,,baptist-health-plan-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
BayCare Health Plans,Medicare Advantage,,baycare-health-plans,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Baylor Scott & White Health Plan,Medicare Advantage,,baylor-scott-and-white-health-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Baylor Scott & White Insurance Company,Commercial,,baylor-scott-and-white-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"BeHealthy Florida, Inc.",Commercial,,behealthy-florida-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Bear River Mental Health Services, Inc.",Commercial,,bear-river-mental-health-services-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Bienvivir Senior Health Services,Medicare Advantage,,bienvivir-senior-health-services,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Biformis,Commercial,,biformis,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Blossman Gas, Inc.",Commercial,,blossman-gas-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Care Network,Medicare Advantage,,blue-care-network,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Care Network of Michigan,Commercial,,blue-care-network-of-michigan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Care of Michigan,Commercial,,blue-care-of-michigan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross & Blue Shield of Mississippi,Commercial,Blue Cross Blue Shield,blue-cross-and-blue-shield-of-mississippi,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross & Blue Shield of Rhode Island,Medicare Advantage,Blue Cross Blue Shield,blue-cross-and-blue-shield-of-rhode-island,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross & Blue Shield of Rhode Island,Commercial,Blue Cross Blue Shield,blue-cross-and-blue-shield-of-rhode-island,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross Blue Shield Association,Medicare Advantage,Blue Cross Blue Shield,blue-cross-blue-shield-association,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",Commercial,Blue Cross Blue Shield,blue-cross-blue-shield-healthcare-plan-of-georgia-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross Blue Shield of Arizona (AZ Blue),Medicare Advantage,Blue Cross Blue Shield,blue-cross-blue-shield-of-arizona-az-blue,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross Blue Shield of Arizona Health Choice,Medicare Advantage,Blue Cross Blue Shield,blue-cross-blue-shield-of-arizona-health-choice,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross Blue Shield of Illinois,Commercial,Blue Cross Blue Shield,blue-cross-blue-shield-of-illinois,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross Blue Shield of Massachusetts,Medicare Advantage,Blue Cross Blue Shield,blue-cross-blue-shield-of-massachusetts,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross Blue Shield of Michigan,Medicare Advantage,Blue Cross Blue Shield,blue-cross-blue-shield-of-michigan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross Blue Shield of Michigan Mutual Insurance Company,Commercial,Blue Cross Blue Shield,blue-cross-blue-shield-of-michigan-mutual-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross Blue Shield of Minnesota,Commercial,Blue Cross Blue Shield,blue-cross-blue-shield-of-minnesota,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross Blue Shield of Montana,Commercial,Blue Cross Blue Shield,blue-cross-blue-shield-of-montana,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross Blue Shield of NC,Commercial,Blue Cross Blue Shield,blue-cross-blue-shield-of-nc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross Blue Shield of New Mexico,Commercial,Blue Cross Blue Shield,blue-cross-blue-shield-of-new-mexico,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross Blue Shield of North Dakota,Commercial,Blue Cross Blue Shield,blue-cross-blue-shield-of-north-dakota,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross Blue Shield of Oklahoma,Commercial,Blue Cross Blue Shield,blue-cross-blue-shield-of-oklahoma,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross Blue Shield of South Carolina,Medicare Advantage,Blue Cross Blue Shield,blue-cross-blue-shield-of-south-carolina,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross Blue Shield of Texas,Commercial,Blue Cross Blue Shield,blue-cross-blue-shield-of-texas,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross Blue Shield of Vermont,Commercial,Blue Cross Blue Shield,blue-cross-blue-shield-of-vermont,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross Blue Shield of Wisconsin,Commercial,Blue Cross Blue Shield,blue-cross-blue-shield-of-wisconsin,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross Blue Shield of Wyoming,Commercial,Blue Cross Blue Shield,blue-cross-blue-shield-of-wyoming,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross Community MMAI,Medicare Advantage,Blue Cross Blue Shield,blue-cross-community-mmai,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross and Blue Shield of Alabama,Commercial,Blue Cross Blue Shield,blue-cross-and-blue-shield-of-alabama,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross and Blue Shield of Alabama,Medicare Advantage,Blue Cross Blue Shield,blue-cross-and-blue-shield-of-alabama,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Blue Cross and Blue Shield of Arizona, Inc.",Commercial,Blue Cross Blue Shield,blue-cross-and-blue-shield-of-arizona-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross and Blue Shield of Florida,Commercial,Blue Cross Blue Shield,blue-cross-and-blue-shield-of-florida,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Blue Cross and Blue Shield of Florida, Inc.",Commercial,Blue Cross Blue Shield,blue-cross-and-blue-shield-of-florida-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Blue Cross and Blue Shield of Georgia, Inc.",Commercial,Blue Cross Blue Shield,blue-cross-and-blue-shield-of-georgia-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Blue Cross and Blue Shield of IL, NM",Medicare Advantage,Blue Cross Blue Shield,blue-cross-and-blue-shield-of-il-nm,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Blue Cross and Blue Shield of IL, NM, OK, TX",Medicare Advantage,Blue Cross Blue Shield,blue-cross-and-blue-shield-of-il-nm-ok-tx,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross and Blue Shield of Illinois,Medicare Advantage,Blue Cross Blue Shield,blue-cross-and-blue-shield-of-illinois,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross and Blue Shield of Kansas,Medicare Advantage,Blue Cross Blue Shield,blue-cross-and-blue-shield-of-kansas,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross and Blue Shield of Kansas City,Commercial,Blue Cross Blue Shield,blue-cross-and-blue-shield-of-kansas-city,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Blue Cross and Blue Shield of Kansas, Inc.",Commercial,Blue Cross Blue Shield,blue-cross-and-blue-shield-of-kansas-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross and Blue Shield of Louisiana,Medicare Advantage,Blue Cross Blue Shield,blue-cross-and-blue-shield-of-louisiana,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Blue Cross and Blue Shield of Massachusetts HMO Blue, Inc.",Commercial,Blue Cross Blue Shield,blue-cross-and-blue-shield-of-massachusetts-hmo-blue-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Blue Cross and Blue Shield of Massachusetts, Inc.",Commercial,Blue Cross Blue Shield,blue-cross-and-blue-shield-of-massachusetts-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross and Blue Shield of Minnesota,Medicare Advantage,Blue Cross Blue Shield,blue-cross-and-blue-shield-of-minnesota,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross and Blue Shield of Montana,Commercial,Blue Cross Blue Shield,blue-cross-and-blue-shield-of-montana,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross and Blue Shield of Montana,Medicare Advantage,Blue Cross Blue Shield,blue-cross-and-blue-shield-of-montana,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross and Blue Shield of NC,Commercial,Blue Cross Blue Shield,blue-cross-and-blue-shield-of-nc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Blue Cross and Blue Shield of NM, TX",Medicare Advantage,Blue Cross Blue Shield,blue-cross-and-blue-shield-of-nm-tx,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross and Blue Shield of Nebraska,Commercial,Blue Cross Blue Shield,blue-cross-and-blue-shield-of-nebraska,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Blue Cross and Blue Shield of Nebraska,Medicare Advantage,Blue Cross Blue Shield,blue-cross-and-blue-shield-of-nebraska,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
